president bush signed a disaster declaration covering seven northern california counties	president bush will sign a disaster declaration covering seven northern california counties
in congress lawmakers already are looking for ways to add relief funds	in congress lawmakers already will be looking for ways to add relief funds
twenty-five trucks capable of cooking food were dispatched from other states	twenty-five trucks capable of cooking food will be dispatched from other states
still some aid is moving westward from washington almost immediately	still some aid will be moving westward from washington almost immediately
the agency plans to announce specific relief procedures in the coming days	the agency will plan to announce specific relief procedures in the coming days
the account currently has 220 million	the account currently will have 220 million
the i-880 section had completed the first phase of the retrofitting	the i-880 section will have completed the first phase of the retrofitting
laurie mcginley contributed to this article	laurie mcginley will contribute to this article
silicon valley heaved a sigh of relief yesterday	silicon valley will heave a sigh of relief yesterday
their machine tools are even bolted to the shop floor	their machine tools will be even bolted to the shop floor
computer makers were scrambling to help customers recover from the disaster	computer makers will be scrambling to help customers will recover from the disaster
they then run remotely controlled self-diagnostic programs	they then will run remotely controlled self-diagnostic programs
digital also said it has dispatched teams of technicians to california	digital also will say it will have dispatched teams of technicians to california
john r. wilke contribued to this article	john r. wilke will contribued to this article
already the 1982 legislation has saved an estimated 800 million	already the 1982 legislation will have saved an estimated 800 million
that division 's manager has been fired	that division 's manager will have been fired
i 'm happy and sad he said	i will be happy and sad he will say
anti-nuclear activists took a less positive view	anti-nuclear activists will take a less positive view
the protesters point out that galileo also could crash to earth then	the protesters will point out that galileo also can crash to earth then
the successful launch continues a remarkable recovery in the u.s. space-science program	the successful launch will continue a remarkable recovery in the u.s. space-science program
sales rose to 406 million from 356 million the year earlier	sales will rise to 406 million from 356 million the year earlier
one of those was in hollister calif. near the earthquake 's epicenter	one of those will be in hollister calif. near the earthquake 's epicenter
the slack absorbs the pulling strain generated by an earthquake	the slack will absorb the pulling strain will generated by an earthquake
officials expect difficulty routing traffic through downtown san francisco	officials will expect difficulty routing traffic through downtown san francisco
the earthquake caused many streets to buckle and crack making them impassible	the earthquake will cause many streets to will buckle and crack making them impassible
but many predicted that the commercial disruption would be short-lived	but many will predict that the commercial disruption will be short-lived
the plant was evacuated and workers sent home	the plant will be evacuated and workers will sent home
most of the telephone problems in the immediate aftermath stemmed from congestion	most of the telephone problems in the immediate aftermath will stem from congestion
mr. bandler puts traffic volume at 10 to 50 times normal	mr. bandler will put traffic volume at 10 to 50 times normal
the construction industry is sure to feel increased demand	the construction industry will be sure to feel increased demand
lone star 's san francisco facilities were n't damaged in the quake	lone star 's san francisco facilities will not be damaged in the quake
the money spent on repairs will be counted as a plus	the money will spent on repairs will be counted as a plus
you certainly can say it 's going to be extremely severe	you certainly can say it will be extremely severe
about 20 other deaths were also attributed to the earthquake	about 20 other deaths will be also attributed to the earthquake
her parents lost everything in the 1906 earthquake	her parents will lose everything in the 1906 earthquake
now we realize what our mothers must have gone through she says	now we will realize what our mothers must have gone through she will say
revenue slipped 4.6 % to 835 million from 876 million	revenue will slip 4.6 % to 835 million from 876 million
revenue was flat at 2.59 billion	revenue will be flat at 2.59 billion
the offer expired at 12:01 a.m. yesterday	the offer will expire at 12:01 a.m. yesterday
tendered shares not purchased will be returned to holders	tendered shares will not purchased will be returned to holders
in new york stock exchange composite trading dayton rose 1 to 61.125	in new york stock exchange composite trading dayton will rise 1 to 61.125
the berlin wall still stands	the berlin wall still will stand
but the man who built it has fallen	but the man who will build it will have fallen
but u.s. officials have strong doubts that he is a reformer	but u.s. officials will have strong doubts that he will be a reformer
both men were also relieved of their duties yesterday	both men will be also relieved of their duties yesterday
clearly the central figure in this process is egon krenz	clearly the central figure in this process will be egon krenz
moreover both men have hewn to a similar hard-line philosophy	moreover both men will have hewn to a similar hard-line philosophy
however mr. krenz also has a reputation for being politically savvy	however mr. krenz also will have a reputation for being politically savvy
in recent days mr. krenz has sought to project a kinder image	in recent days mr. krenz will have sought to project a kinder image
but will it be enough	but will it will be enough
west german government officials and western analysts are doubtful	west german government officials and western analysts will be doubtful
by late 1988 they were banning soviet publications	by late 1988 they will be banning soviet publications
politburo member joachim herrman confessed to a grave concern over hungarian democracy	politburo member joachim herrman will confess to a grave concern over hungarian democracy
the first signs were economic	the first signs will be economic
gingerly some economists began to blame central planning	gingerly some economists will begin to blame central planning
but they are stalwart socialists	but they will be stalwart socialists
one of their pastors has envisioned a new utopia of creative socialism	one of their pastors will have envisioned a new utopia of creative socialism
it was only a matter of time	it will be only a matter of time
however inflation for 1990 was seen slowing to 4.5 %	however inflation for 1990 will be seen slowing to 4.5 %
total operating expenses increased 3.5 % to 2.78 billion from 2.69 billion	total operating expenses will increase 3.5 % to 2.78 billion from 2.69 billion
a reflects 2-for-1 stock split effective dec. 30 1988	a will reflect 2-for-1 stock split effective dec. 30 1988
the announcement made after the close of trading caught analysts by surprise	the announcement will made after the close of trading will catch analysts by surprise
the latest quarter includes a 42.7 million addition to loan-loss reserves	the latest quarter will include a 42.7 million addition to loan-loss reserves
the latest quarter included a 6.6 million write-down of investments	the latest quarter will include a 6.6 million write-down of investments
but how much will shoppers benefit	but how much will shoppers will benefit
soybean production swells 24 %	soybean production will swell 24 %
two cans cost 89 cents during the drought	two cans will cost 89 cents during the drought
some couples continue to try	some couples will continue to try
market moves these managers do n't	market will move these managers will not
we 're on a tight budget says detroit edison 's carol roskind	we will be on a tight budget will say detroit edison 's carol roskind
two election commission members opposed the matching plans	two election commission members will oppose the matching plans
new jersey bell awaits state clearance	new jersey bell will await state clearance
christmas shoppers find a helping hand from some catalog companies	christmas shoppers will find a helping hand from some catalog companies
about 190 million were offered through shearson lehman hutton inc	about 190 million will be offered through shearson lehman hutton inc
j.p. morgan securities inc. is offering the remaining 10 million of notes	j.p. morgan securities inc. will be offering the remaining 10 million of notes
the notes are rated mig-1 by moody 's investors service inc	the notes will be rated mig-1 by moody 's investors service inc
standard & poor 's corp. has them under review	standard & poor 's corp. will have them under review
the offering series 1989-83 is backed by fannie mae 9 % securities	the offering series 1989-83 will be backed by fannie mae 9 % securities
the offering used at-market pricing	the offering will use at-market pricing
the offering series 1989-84 is backed by fannie mae 9 % securities	the offering series 1989-84 will be backed by fannie mae 9 % securities
pricing details were n't available	pricing details will not be available
initial interest rate set at 0.375 point over three-month libor	initial interest rate will set at 0.375 point over three-month libor
subsequent margins set by agreement between natwest and merrill	subsequent margins will set by agreement between natwest and merrill
the issue was rated single-b-2 by moody 's and single-b by s&p	the issue will be will rated single-b-2 by moody 's and single-b by s&p
all parts of the issue are callable at any time at par	all parts of the issue will be callable at any time at par
continental airlines is a unit of texas air corp	continental airlines will be a unit of texas air corp
but put her behind a shopping cart and she turns ruthless	but will put her behind a shopping cart and she will turn ruthless
never mind that her husband prefers crest	never will mind that her husband will prefer crest
but i do n't want any of that oil for my grandkids	but i will not want any of that oil for my grandkids
clearly people like mrs. lombardi are giving marketers fits	clearly people like mrs. lombardi will be giving marketers fits
about 47 % are loyal for one to five of the products	about 47 % will be loyal for one to five of the products
he simply ca n't stomach the taste of heinz she says	he simply ca n't stomach the taste of heinz she will say
loyalty lags most for utilitarian products like trash bags and batteries	loyalty will lag most for utilitarian products like trash bags and batteries
brand loyalty was stronger among older consumers in the journal survey	brand loyalty will be stronger among older consumers in the journal survey
it 's sort of loyalty by default	it will be sort of loyalty by default
they 're buying whatever 's cheaper	they will be buying whatever will be cheaper
mr. kim of j. walter thompson does n't think so	mr. kim of j. walter thompson will not think so
rather they tend to have a set of two or three favorites	rather they will tend to have a set of two or three favorites
advertisers attribute this shared loyalty to the striking similarity among brands	advertisers will attribute this shared loyalty to the striking similarity among brands
but most companies are too afraid to take that chance	but most companies will be too afraid to take that chance
consider for example what happened to maxwell house coffee	will consider for example what will happen to maxwell house coffee
the best odds are with your core franchise	the best odds will be with your core franchise
some foodstuff shipments will probably resume thursday he said	some foodstuff shipments will probably resume thursday he will say
in addition power failures prevented its package-sorting facilities from operating causing delays	in addition power failures will prevent its package-sorting facilities from operating causing delays
but service on the line is expected to resume by noon today	but service on the line will be expected to resume by noon today
the highway system is screwed up by the earthquake mr. engelken said	the highway system will be screwed up by the earthquake mr. engelken will say
the transit system is how people are going to be getting around	the transit system will be how people will be getting around
we 're in the dark he said	we will be in the dark he will say
the less-rigorous senate version would defer the deductibility for roughly five years	the less-rigorous senate version will defer the deductibility for roughly five years
the house version would raise slightly more	the house version will raise slightly more
there 's no question it will make lbos more expensive he said	there will be no question it will make lbos more expensive he will say
the interest deduction was the engine that made these things more productive	the interest deduction will be the engine that will make these things more productive
the announcement came after the market 's close	the announcement will come after the market 's close
the move by ibm was n't exactly a surprise	the move by ibm will not be exactly a surprise
we view it as a good long-term investment the spokesman said	we will view it as a good long-term investment the spokesman will say
in the short term the move is likely to have little effect	in the short term the move will be likely to have little effect
his observations were taken seriously	his observations will be taken seriously
this is indeed what the market decided	this will be indeed what the market will decide
the mounting risks did not go unobserved even in the mid-1980s	the mounting risks will not go unobserved even in the mid-1980s
but this is not where the rewards of junk financing were found	but this will not be where the rewards of junk financing will be found
the consequences of building empires with sand are showing up	the consequences of building empires with sand will be showing up
corporations need liquidity in the form of borrowed funds	corporations will need liquidity in the form of borrowed funds
these are long-term richter readings on american capitalism	these will be long-term richter readings on american capitalism
the whole structure is extremely shaky	the whole structure will be extremely shaky
but sophistication has its limits	but sophistication will have its limits
under what weights will the federal deposit insurance corporation totter	under what weights will the federal deposit insurance corporation will totter
mr. cockburn is a columnist for the nation and la weekly	mr. cockburn will be a columnist for the nation and la weekly
all of a sudden it was back to square one	all of a sudden it will be back to square one
but these wide swings scare them to death	but these wide swings will scare them to death
and before last friday they were actually making modest progress	and before last friday they will be actually making modest progress
but there did seem to be a retail activity pickup	but there will seem to be a retail activity pickup
but friday did n't help things says mr. schaefer	but friday will not help things will say mr. schaefer
investors will develop thicker skins and their confidence will return he says	investors will develop thicker skins and their confidence will return he will say
it could be a long wait say some industry observers	it can be a long wait will say some industry observers
but when the dow jones industrial average rose instead bonds drifted lower	but when the dow jones industrial average will rise instead bonds will drift lower
interest rates barely budged from tuesday 's levels	interest rates will barely budged from tuesday 's levels
other rjr issues fell between 1\/2 point and 1 1\/2 point	other rjr issues will fall between 1\/2 point and 1 1\/2 point
the move had been widely expected	the move will have been widely expected
this was not a do-or-die deal she said	this will not be a do-or-die deal she will say
i think this is a market that required some level of security	i will think this will be a market that will require some level of security
its securities have been dubbed bailout bonds by traders	its securities will have been dubbed bailout bonds by traders
treasury bonds ended narrowly mixed in quiet trading	treasury bonds will ended narrowly mixed in quiet trading
short-term rates were little changed	short-term rates will be little changed
investment-grade corporate bonds ended 1\/4 point lower	investment-grade corporate bonds will ended 1\/4 point lower
chemical securities inc. is acting as agent for the seller	chemical securities inc. will be acting as agent for the seller
but new york city general obligation bonds came under selling pressure	but new york city general obligation bonds will come under selling pressure
the yield was 7.35 % up 0.01 percentage point	the yield will be 7.35 % up 0.01 percentage point
mortgage securities ended little changed after light dealings	mortgage securities will ended little changed after light dealings
there was no appreciable market impact from the california earthquake	there will be no appreciable market impact from the california earthquake
freddie mac 9 % securities were at 97 4\/32 down 1\/32	freddie mac 9 % securities will be at 97 4\/32 down 1\/32
traders said today may be an anxious day for the market	traders will say today may be an anxious day for the market
for one thing digital maynard mass. has sold fewer machines	for one thing digital maynard mass. will have sold fewer machines
investors in b.a.t have been on a roller coaster	investors in b.a.t will have been on a roller coaster
we are n't forced sellers	we will not be forced sellers
but i would n't write off sir james or other potential bidders	but i will n't write off sir james or other potential bidders
b.a.t has declined to identify the potential bidders	b.a.t will have declined to identify the potential bidders
he added b.a.t has no expectation of a material impact on farmers	he will add b.a.t will have no expectation of a material impact on farmers
galveston-houston makes and markets products for the construction mining and energy industries	galveston-houston will make and markets products for the construction mining and energy industries
michael maynard offered the world a faster way to break eggs	michael maynard will offer the world a faster way to break eggs
as thanks the egg industry tried to break him	as thanks the egg industry will try to break him
and the egg producers have done a pretty good job	and the egg producers will have done a pretty good job
part of the answer lies in the nature of the industry	part of the answer will lie in the nature of the industry
such centrifugal egg breakers have been around since the 1890s	such centrifugal egg breakers will have been around since the 1890s
mr. maynard claims this is a manageable problem	mr. maynard will claim this will be a manageable problem
opponents do n't buy such arguments	opponents will not buy such arguments
leading the assault against the egg king has been united egg producers	leading the assault against the egg king will have been united egg producers
an early battleground was the u.s. department of agriculture	an early battleground will be the u.s. department of agriculture
the egg producers also lobbied the food and drug administration	the egg producers also will lobby the food and drug administration
mr. maynard says the ruling pushed his company into bankruptcy court	mr. maynard will say the ruling will push his company into bankruptcy court
mr. maynard recently fell from a horse and fractured his arm	mr. maynard recently will fall from a horse and fractured his arm
sales rose 8 % to 456.2 million from 422 million	sales will rise 8 % to 456.2 million from 422 million
the dividend is payable dec. 15 to stock of record nov. 15	the dividend will be payable dec. 15 to stock of record nov. 15
why they wonder should it belong to the ec	why they will wonder should it will belong to the ec
turkey in any event is long past it	turkey in any event will be long past it
now it is their fellow turks arriving as refugees from bulgaria	now it will be their fellow turks arriving as refugees from bulgaria
small-business interests have lobbied against the so-called section 89 tax rules	small-business interests will have lobbied against the so-called section 89 tax rules
randy delchamps retains his position as president	randy delchamps will retain his position as president
on friday 13 % of volume was in computer-guided program trades	on friday 13 % of volume will be in computer-guided program trades
but as the outcry faded by the spring of 1988 they resumed	but as the outcry will faded by the spring of 1988 they will resume
the september figures are due to be released this week	the september figures will be due to be released this week
but stunning volatility was produced in the process	but stunning volatility will be produced in the process
it implies very dramatic growth he said	it will imply very dramatic growth he will say
all operations have stopped he said	all operations will have stopped he will say
ac&r advertising is a unit of saatchi & saatchi co	ac&r advertising will be a unit of saatchi & saatchi co
budget is set at 1.5 million	budget will be set at 1.5 million
the offering will be dated oct. 31 and mature oct. 31	the offering will will be dated oct. 31 and mature oct. 31
i do n't want to feel guilty representing my constituents	i will not want to feel guilty representing my constituents
prince henri is the crown prince and hereditary grand duke of luxembourg	prince henri will be the crown prince and hereditary grand duke of luxembourg
a cboe spokeswoman declined comment on petco	a cboe spokeswoman will decline comment on petco
michelle pfeiffer ca n't chew gum and sing at the same time	michelle pfeiffer ca n't will chew gum and sing at the same time
yet her intensity stops and starts with the music	yet her intensity will stop and starts with the music
yet they do n't disparage their audiences by disparaging their act	yet they will not disparage their audiences by disparaging their act
on his off-hours he wears cardigan sweaters	on his off-hours he will wear cardigan sweaters
mr. kloves has put together some priceless moments	mr. kloves will have put together some priceless moments
housing and urban development 's budget is 17 billion	housing and urban development 's budget will be 17 billion
if that takes money take it away from this discredited federal department	if that will take money will take it away from this discredited federal department
congress is unlikely to go even that far	congress will be unlikely to go even that far
she says it 'd create 600 jobs and bring cleveland tourist revenue	she will say it 'd will create 600 jobs and bring cleveland tourist revenue
rival gangs have turned cities into combat zones	rival gangs will have turned cities into combat zones
innocent bystanders often are the victims	innocent bystanders often will be the victims
until then the billions hud spends on inner-city housing simply is wasted	until then the billions hud will spend on inner-city housing simply will be wasted
no doubt he believes the place can be salvaged	no doubt he will believe the place can be salvaged
mellon has 36.6 million shares outstanding	mellon will have 36.6 million shares outstanding
kansas power said mr. black 61 chose early retirement	kansas power will say mr. black 61 will choose early retirement
beefeater alone is worth as much as 300 million analysts said	beefeater alone will be worth as much as 300 million analysts will say
whitbread bought the beefeater distillery two years ago for 174.5 million	whitbread will buy the beefeater distillery two years ago for 174.5 million
a guinness spokesman declined to comment	a guinness spokesman will decline to comment
allied-lyons while powerful in whiskey does n't own any major white-spirit brands	allied-lyons while powerful in whiskey will not own any major white-spirit brands
a seagram spokesman in new york would n't comment	a seagram spokesman in new york will n't comment
in new york a spokesman for american brands would n't comment	in new york a spokesman for american brands will n't comment
brown-forman a louisville ky. distiller also declined to comment	brown-forman a louisville ky. distiller also will decline to comment
but analysts estimate their trading profit at 30 million	but analysts will estimate their trading profit at 30 million
the buyer was n't identified	the buyer will not be identified
but an uninvited guest is expected to try to crash the party	but an uninvited guest will be expected to try to crash the party
they 're deliberately trying to steal our thunder a digital executive complains	they will be deliberately trying to steal our thunder a digital executive will complain
ibm based in armonk n.y. has dominated the market for decades	ibm will based in armonk n.y. will have dominated the market for decades
digital is promising a new approach	digital will be promising a new approach
and unlike ibm 's water-cooled mainframes it does n't need any plumbing	and unlike ibm 's water-cooled mainframes it will not need any plumbing
that 's about half the price of comparably equipped ibm mainframes	that will be about half the price of comparably equipped ibm mainframes
tandem 's pricing is just as aggressive	tandem 's pricing will be just as aggressive
still no one expects ibm 's rivals to deliver a knockout	still no one will expect ibm 's rivals to deliver a knockout
one such company is bankers trust co	one such company will be bankers trust co
the software conversion costs would dwarf any savings	the software conversion costs will dwarf any savings
but mr. rose is still looking seriously at the 9000	but mr. rose will be still looking seriously at the 9000
as that system grows larger computers may be needed	as that system will grow larger computers may be needed
now they do n't have to he says	now they will not have to he will say
that 's going to cost ibm revenue	that will cost ibm revenue
digital 's new line has been a long time coming	digital 's new line will have been a long time coming
yuba city calif. meanwhile ranked dead last among 329 metro areas	yuba city calif. meanwhile will rank dead last among 329 metro areas
our attitude is that the ranking is like miss america	our attitude will be that the ranking will be like miss america
once you 're miss america you 're always miss america	once you will be miss america you will be always miss america
many atlantans thought pittsburgh was an unworthy heir	many atlantans will think pittsburgh will be an unworthy heir
atlanta mr. savageau sniffs has unrealistic pretensions to world-class status	atlanta mr. savageau will sniff will have unrealistic pretensions to world-class status
mr. savageau says earthquake or not san francisco makes the list	mr. savageau will say earthquake or not san francisco will make the list
it 's like fighting your way out of a fog	it will be like fighting your way out of a fog
you do n't know which way to punch	you will not know which way to punch
there was no reversal of that trend between 1987 and 1988	there will be no reversal of that trend between 1987 and 1988
poverty remains far more widespread among blacks than other americans	poverty will remain far more widespread among blacks than other americans
but two-thirds of all poor americans were white	but two-thirds of all poor americans will be white
more than three-fourths of poor black families were headed by women	more than three-fourths of poor black families will be headed by women
the census bureau also said	the census bureau also will say
earnings of female workers were unchanged	earnings of female workers will be unchanged
median family income was 32,191 down 0.2 %	median family income will be 32,191 down 0.2 %
the frenetic stock and bond markets cooled off but the dollar slumped	the frenetic stock and bond markets will cool off but the dollar will slump
but when stocks held steady treasury bonds later retreated	but when stocks will hold steady treasury bonds later will retreat
in a bull market credit does not matter mr. devoe added	in a bull market credit will not matter mr. devoe will add
things are beginning to settle down	things will be beginning to settle down
the markets are returning to normalcy	the markets will be returning to normalcy
advancers on the big board outpaced decliners by 822 to 668	advancers on the big board will outpace decliners by 822 to 668
bond prices were little changed in sluggish activity	bond prices will be little changed in sluggish activity
the minimum unit is 100,000	the minimum unit will be 100,000
sales rose 2.6 % to 1.32 billion from 1.29 billion	sales will rise 2.6 % to 1.32 billion from 1.29 billion
wang had previously forecast a loss	wang will have previously forecast a loss
the latest period loss included a 12.9 pretax charge for severance payments	the latest period loss will include a 12.9 pretax charge for severance payments
ford has signaled it might acquire a majority interest later	ford will have signaled it might acquire a majority interest later
he did n't rule out negotiations with ford however	he will not rule out negotiations with ford however
the deal would require approval by a majority of jaguar shareholders	the deal will require approval by a majority of jaguar shareholders
it has never been done before but there 's always a first	it will have never been done before but there will be always a first
imperial cup has annual sales of approximately 75 million	imperial cup will have annual sales of approximately 75 million
federal paper board sells paper and wood products	federal paper board will sell paper and wood products
fluor corp. a construction engineering firm gained 75 cents to 33.375	fluor corp. a construction engineering firm will gain 75 cents to 33.375
but home-building stocks were a mixed bag	but home-building stocks will be a mixed bag
timber stocks got a big boost	timber stocks will get a big boost
other gainers were companies with one or more undamaged california refineries	other gainers will be companies with one or more undamaged california refineries
pacific gas & electric co. fell 37.5 cents to 19.625	pacific gas & electric co. will fall 37.5 cents to 19.625
pacific telesis group lost 62.5 cents to 44.625	pacific telesis group will lose 62.5 cents to 44.625
hanson is a london producer of consumer and other goods	hanson will be a london producer of consumer and other goods
international proteins shares did n't trade yesterday on the american stock exchange	international proteins shares will not trade yesterday on the american stock exchange
but usair might not want to help mr. steinhardt he adds	but usair might not want to help mr. steinhardt he will add
mr. steinhardt also could take that route	mr. steinhardt also can take that route
he confers big trading commissions on wall street firms	he will confer big trading commissions on wall street firms
analysts say usair has great promise	analysts will say usair will have great promise
she thinks traders should buy the stock if it tumbles to 35	she will think traders should buy the stock if it will tumble to 35
however mr. steinhardt says he 's comfortable holding usair as an investment	however mr. steinhardt will say he will be comfortable holding usair as an investment
does mr. steinhardt regret his incursion into the takeover-threat game	does mr. steinhardt will regret his incursion into the takeover-threat game
himont is 81%-owned by montedison s.p a. of milan italy	himont will be 81%-owned by montedison s.p a. of milan italy
in paris air france declined to comment	in paris air france will decline to comment
they currently have large orders for cargo planes	they currently will have large orders for cargo planes
british airways said it has n't received a proposal from jal	british airways will say it will not have received a proposal from jal
the press has been doing an excellent job	the press will have been doing an excellent job
gas to fuel it would be piped from the north sea	gas to fuel it will be piped from the north sea
surplus power would be sold on the open market enron said	surplus power will be sold on the open market enron will say
revenue jumped 22 % to 7.89 billion from 6.46 billion	revenue will jump 22 % to 7.89 billion from 6.46 billion
amr has not been and is not for sale	amr will not have been and is not for sale
it earned 76.4 million or 1.82 a share in the 1988 quarter	it will earn 76.4 million or 1.82 a share in the 1988 quarter
general dynamics closed at 54.875 up 50 cents	general dynamics will close at 54.875 up 50 cents
among them were the alq-135 electronic countermeasures system for the f-15 fighter	among them will be the alq-135 electronic countermeasures system for the f-15 fighter
sales dipped 3.6 % to 3.92 billion from 4.07 billion	sales will dip 3.6 % to 3.92 billion from 4.07 billion
backlog at general dynamics rose to 16.5 billion from 15.8 billion	backlog at general dynamics will rise to 16.5 billion from 15.8 billion
its interest expense surged to 21.5 million from 12.4 million	its interest expense will surge to 21.5 million from 12.4 million
grumman corp. won a 58.9 million navy contract for 12 f-14 aircraft	grumman corp. will win a 58.9 million navy contract for 12 f-14 aircraft
mr. sung formerly worked at general electric in research on synthetic diamonds	mr. sung formerly will work at general electric in research on synthetic diamonds
mr. sung could n't be reached for comment	mr. sung can n't be reached for comment
norton makes sandpaper and other abrasives diamond tools specialty plastics and ceramics	norton will make sandpaper and other abrasives diamond tools specialty plastics and ceramics
we were out of the box	we will be out of the box
the quake postponed the third and fourth games of the world series	the quake will postpone the third and fourth games of the world series
the series is scheduled to resume tuesday evening in san francisco	the series will be scheduled to resume tuesday evening in san francisco
the amount was n't disclosed	the amount will not be disclosed
when mr. trump sued bally he sued only on behalf of himself	when mr. trump will sue bally he will sue only on behalf of himself
senate hears final arguments in impeachment trial of federal judge	senate will hear final arguments in impeachment trial of federal judge
companies seeking to make insurers pay for pollution cleanup win court victory	companies seeking to make insurers will pay for pollution cleanup will win court victory
the appeals court disagreed on both counts	the appeals court will disagree on both counts
in 1987 he became deputy chief of the civil division	in 1987 he will become deputy chief of the civil division
reflecting that logic insurance-company stocks posted strong gains	reflecting that logic insurance-company stocks will post strong gains
reinsurance is protection taken out by the insurance firms themselves	reinsurance will be protection will taken out by the insurance firms themselves
still a few individual companies most likely smaller ones could be devastated	still a few individual companies most likely smaller ones can be devastated
it 's the proverbial flight to safety	it will be the proverbial flight to safety
monday and tuesday were lackluster in comparison he said	monday and tuesday will be lackluster in comparison he will say
people are n't necessarily running scared mr. litvack said	people will not be necessarily running scared mr. litvack will say
some funds are posting yields far higher than the average	some funds will be posting yields far higher than the average
that included capital gains that were passed along to customers	that will include capital gains that will be passed along to customers
formerly president and treasurer mr. lang remains chief executive officer	formerly president and treasurer mr. lang will remain chief executive officer
broader averages also posted modest gains	broader averages also will post modest gains
i did n't expect it to be this quiet	i will not expect it to be this quiet
issues of insurance brokers were especially strong	issues of insurance brokers will be especially strong
loews the parent of cna financial rose 1 3\/8 to 123 1\/8	loews the parent of cna financial will rise 1 3\/8 to 123 1\/8
chevron added 1 to 65	chevron will add 1 to 65
separately investor marvin davis withdrew his backup 300-a-share takeover offer	separately investor marvin davis will withdraw his backup 300-a-share takeover offer
gte added 1 1\/4 to 65 3\/8	gte will add 1 1\/4 to 65 3\/8
springs industries dropped 1 3\/8 to 36	springs industries will drop 1 3\/8 to 36
carnival cruise lines class a rose 1 1\/4 to 22 3\/8	carnival cruise lines class a will rise 1 1\/4 to 22 3\/8
the company citing market conditions postponed a 200 million debt offer	the company citing market conditions will postpone a 200 million debt offer
the 1988 quarter also included one-time gains totaling about 35 million	the 1988 quarter also will include one-time gains totaling about 35 million
the firm was indicted in tampa fla. on money-laundering charges	the firm will be indicted in tampa fla. on money-laundering charges
in june the chicago board of trade said it suspended capcom financial	in june the chicago board of trade will say it will suspend capcom financial
two other men also were charged with participating in the operation	two other men also will be charged with participating in the operation
the defendants could n't immediately be reached for comment	the defendants can n't immediately be reached for comment
no one was named to succeed mr. hartwell	no one will be named to succeed mr. hartwell
jack kemp wants to abolish it	jack kemp will want to abolish it
conference committees are breeding grounds for mischief	conference committees will be breeding grounds for mischief
they are often closed to the public and no minutes are taken	they will be often closed to the public and no minutes will be taken
in this case the members outdid themselves	in this case the members will outdo themselves
rep. traxler recently purchased an unimproved building lot on the island	rep. traxler recently will purchase an unimproved building lot on the island
your sept. 25 criticism of credit-card foreign-exchange charges is unwarranted	your sept. 25 criticism of credit-card foreign-exchange charges will be unwarranted
the other element includes consolidating bethforge 's press-forge operations	the other element will include consolidating bethforge 's press-forge operations
the entire division employs about 850 workers	the entire division will employ about 850 workers
the maker of specialty chemicals has about 5.9 million shares outstanding	the maker of specialty chemicals will have about 5.9 million shares outstanding
the company said the move recognizes its strong financial position	the company will say the move will recognize its strong financial position
tenneco credit is a unit of tenneco inc	tenneco credit will be a unit of tenneco inc
pricing terms were n't available	pricing terms will not be available
interest during first year paid semiannually at 7.51 %	interest during first year will paid semiannually at 7.51 %
